1000000 100000
1 98157 110105
1 990114 133631
0 915452 555195
0 235441 609301
1 324780 923711
0 909234 381735
0 213508 379419
0 902992 127679
0 371480 375352
0 878278 80736
1 789639 757744
0 354169 516771
1 243656 276691
1 397445 574530
0 214483 590230
1 459139 359882
1 843219 386024
0 865307 40140
0 284289 367051
1 582662 228640
1 666608 421981
1 705224 22497
1 644037 300267
0 694701 564827
0 552996 549870
1 335965 654266
1 348174 59697
1 166811 299943
0 358085 182592
0 531031 21751
1 23807 844783
0 194445 358777
0 545301 511068
0 342145 974988
0 223094 862269
1 911129 970349
0 949576 35231
1 570693 325860
0 477733 826635
0 485556 517037
1 701594 563882
1 571266 868399
0 834257 28945
0 513450 657123
1 884645 635096
0 360896 216170
1 303669 848350
1 492649 870546
0 575925 200283
1 640065 870846
0 541129 567341
0 848282 66334
1 872797 965158
1 856734 182639
0 88547 120045
1 65 219798
0 767594 347364
1 376891 52267
0 344203 168078
1 932016 174090
0 930896 812863
0 258841 818936
0 683397 736239
1 446537 491673
1 141752 135930
1 37679 7999
0 754736 283591
0 365298 510920
1 131920 732290
1 747705 401102
1 165051 678698
0 669994 111596
1 671101 344466
1 704260 47451
0 370718 910473
0 447711 221019
1 538467 737537
0 616056 361890
0 319289 962639
1 58892 530871
1 198713 420124
0 108432 250482
1 607296 475126
1 737997 730924
1 569229 408869
1 655615 365683
1 584913 890112
0 71631 750785
0 619498 852918
0 948386 697057
0 274834 332156
0 264774 394534
0 356775 559123
1 633176 48465
0 650045 894775
0 439685 296708
0 41532 108272
1 728177 57720
1 305856 809856
0 137757 604638
0 132484 525974
0 11938 282493
0 585289 581269
0 945459 229859
0 310488 513868
0 495391 235213
0 288568 62000
0 108563 617332
1 842861 307569
1 34651 581944
0 722661 877923
0 696723 752349
1 181484 306769
0 87861 87176
0 471816 65737
0 594858 483693
0 657993 880811
1 77293 550702
1 715660 70407
0 217965 70455
0 267729 358485
0 403380 63128
1 501791 859085
1 46895 546987
1 302418 441935
0 119597 859794
0 732600 442756
1 393859 205513
0 838106 953255
0 4233 455796
0 298323 290840
0 598561 740628
0 930453 761113
0 677534 313686
0 294582 199181
1 7452 364696
0 931797 493604
0 28677 669893
1 641450 24919
0 995045 255480
1 332965 36394
0 978679 264403
0 996231 574656
0 567154 641184
0 849275 100092
1 226197 240538
0 874033 27740
1 158777 430133
0 774112 547175
1 374265 842353
0 790746 382865
1 382426 506447
1 874908 730112
0 213408 561818
0 799117 482421
1 332939 274426
0 382064 754717
1 279594 398173
0 224324 685585
0 576570 167238
1 237516 680277
0 156510 466457
1 416896 325537
1 750635 62946
1 610511 116510
1 149687 913830
1 199160 907567
1 406609 825643
1 363927 839315
1 176785 38255
1 420471 829247
0 9133 658743
1 988491 907031
1 845766 674080
1 684041 403938
0 153736 811072
0 378125 501727
0 264350 109773
1 892959 2901
1 821305 493900
0 556589 469421
1 869518 791725
1 771972 564589
0 316659 505006
0 344860 501940
1 603156 378157
0 204990 82911
1 865134 362999
1 899208 46002
1 19890 793435
0 585958 390261
0 131998 240247
0 711805 713205
1 748167 88573
0 285774 346774
1 604119 933657
1 717327 965427
0 742522 454767
0 316636 227947
0 472932 818099
1 591712 739536
1 179353 754882
0 883934 463115
1 897950 31487
1 551155 803571
0 960556 73025
0 676038 261520
0 446915 933604
1 726299 325204
1 55233 38542
1 73255 36054
0 684 860984
1 720583 276616
0 584858 979034
1 538941 356405
0 885370 804738
1 935575 32968
1 114415 382286
0 609624 261160
0 502263 62144
0 119600 535329
1 369545 594436
1 660907 137943
0 659765 702569
0 16050 279832
0 922081 759306
0 388846 667621
1 601439 289052
1 784177 767228
0 183123 156779
0 144978 613889
1 104633 592571
0 256975 399003
1 445899 793074
0 762021 857678
1 704863 653531
1 800089 327674
1 228869 933244
1 573505 349377
0 511874 460746
1 414950 959720
1 969234 45599
0 713788 482903
0 209372 262328
1 430945 797818
0 467591 413531
1 996174 693503
0 349916 851518
1 829571 13397
0 748184 741086
1 106053 324032
0 373215 32180
1 985238 20830
0 310953 359856
1 712076 951045
1 508247 699903
1 877595 232939
0 973835 928837
0 328691 706619
1 935076 500519
1 414141 762955
0 744367 814157
1 875423 552905
0 433628 642475
1 244171 763392
0 161262 266000
0 347715 932592
0 705438 569782
0 744121 697738
0 280427 444232
1 608366 624557
0 232020 432297
1 582009 466500
1 515577 960292
1 717801 291990
1 884267 374312
0 170515 926221
1 657560 455140
1 203594 986959
1 349893 199430
0 14211 18892
1 712871 750515
0 690109 19770
0 824799 136987
1 303856 233275
1 597663 424632
1 172893 262912
0 443778 364043
0 294906 74744
1 513659 366956
0 608348 401842
1 634774 692501
0 129663 811969
0 422689 175711
0 118207 209098
1 624273 893356
1 836865 160672
0 442646 154715
0 347228 824674
0 383030 169529
1 855664 603558
1 457872 754993
1 148484 63322
1 524199 387689
1 196441 49158
0 37588 583631
0 309145 485804
1 466563 473819
1 907872 957531
1 524209 120852
0 646463 22486
0 961105 279431
1 368461 7473
1 217345 78337
1 640257 610776
0 610194 636362
1 446696 823875
1 704044 250906
1 688115 643444
1 484493 538149
1 440427 256868
0 507829 379711
1 624020 419669
0 130177 314130
1 880390 481594
0 690291 37316
1 502400 612478
0 444509 118102
1 839609 478379
1 253857 874355
1 644099 213610
1 468538 302461
0 204130 113102
0 116340 982793
0 767747 706645
1 859897 254198
0 494253 967012
1 196366 48927
1 708035 469318
0 981202 647481
0 542160 552113
1 724261 473134
1 621131 533728
1 301307 215253
1 146782 15879
0 533204 718920
0 219274 301333
0 5209 227736
1 149601 39885
1 157637 589639
0 620230 266319
0 920770 339500
1 336776 7608
1 447871 294067
0 912928 883020
1 732832 301460
1 884879 87563
1 497392 404937
1 936248 286630
0 526884 72753
0 594293 97263
1 283776 631979
0 340200 192610
0 899972 920561
0 952694 604066
1 863852 653775
1 352033 780029
1 406602 738130
0 715298 840127
1 899763 60626
1 408092 745145
0 860232 197809
0 8324 376350
0 502410 561346
1 993188 488142
1 741274 16181
0 298057 386724
0 265049 815565
1 771976 154816
1 34804 611881
0 323540 735161
0 999235 171990
0 71807 38458
1 813569 431686
1 292086 436449
0 325889 949707
1 403769 341117
0 210882 838731
1 377910 572156
0 890262 347662
1 811966 783136
1 427997 183606
1 348186 877960
0 949233 241557
0 649887 968940
0 898290 686530
1 603194 820138
0 436278 900002
0 426464 411299
0 797416 182887
1 906203 896203
0 519864 840253
1 727317 364406
0 428178 434532
0 460246 681087
1 730886 756062
0 67280 327980
0 251676 193020
0 420320 506487
0 135410 312372
1 839240 241826
1 900524 74821
0 241069 512040
1 67359 391844
0 176866 778605
0 665673 669278
0 120866 798894
1 990077 669291
1 216555 699912
1 32263 372594
1 661535 280062
1 935896 902609
1 325703 20714
1 7262 803818
1 974973 947100
0 804973 512150
1 825826 592331
1 382718 454367
1 504361 699746
1 366146 198897
0 766135 146894
1 201745 698377
1 806568 187866
1 213682 284554
0 178918 359259
0 609001 542741
0 148070 92711
1 547898 132507
1 927633 642530
0 177399 8905
0 558555 183174
0 242946 267232
1 860986 558541
1 989611 117204
0 691304 870234
0 712639 803070
1 629601 545768
1 778379 190543
1 238836 401912
0 219624 1925
1 827145 456874
0 174086 971400
1 679377 473944
0 615275 724829
0 420594 672209
1 61268 192287
0 997305 583474
1 382014 624189
0 992999 358835
1 419307 885101
1 393544 797655
0 780845 250195
1 134015 64189
1 346267 222545
0 33697 573213
0 683603 987787
0 984259 930721
1 846686 487117
1 87470 763189
0 76737 805977
1 605469 232412
1 8970 919295
1 623576 429086
0 401275 458069
1 880335 146106
0 232567 721520
1 643409 230406
0 734191 630077
0 860192 281176
1 452353 400502
0 350800 116192
1 981477 148741
0 840043 710951
1 90810 973030
0 38033 125337
0 265792 779988
1 940050 35558
0 449584 32039
0 234511 403474
0 50517 102619
0 97024 166359
0 766975 63597
1 570570 623511
0 274377 461840
1 461096 244765
1 318280 170107
0 278148 194946
1 967937 746917
0 874259 868700
0 440410 601522
0 804165 286748
1 569036 905238
0 410307 475480
0 307100 558241
1 878845 871764
0 791309 649979
0 38098 969948
1 155847 748982
0 998336 13487
0 203469 453046
1 652714 50784
0 141354 361948
0 88322 124877
0 243728 438643
0 522866 689539
1 521781 690302
1 650314 378436
1 748996 585445
0 120012 861006
1 869176 289251
1 657114 407843
0 414006 949404
1 352772 136436
0 276028 517516
0 38452 350861
0 689842 382285
1 962231 138453
0 983596 902525
0 415623 917566
1 614864 576648
0 945046 819843
1 638275 250255
0 712267 753453
1 323894 32812
0 59000 609204
1 439800 523103
0 972426 611382
0 40709 667674
0 237164 646127
1 420389 443388
0 971007 948467
1 514551 837434
1 536567 639575
1 152897 206594
0 447150 549014
0 829369 876017
0 416523 531565
1 64483 12704
0 751247 906059
0 519924 372927
1 682740 806809
1 949817 626724
1 312860 854319
1 903948 261272
0 840919 131331
0 799081 606273
1 228747 261325
0 939506 634452
1 466958 97279
0 808294 694575
1 318539 26070
0 204416 447065
1 106529 432288
1 334502 931277
0 851401 159176
1 739808 237075
0 730775 810933
1 937951 10788
0 735296 536231
0 147576 557082
1 665605 499767
1 309883 150213
1 41769 963798
1 557850 546783
0 917658 210727
0 339885 106830
0 580576 238860
1 53815 852773
1 122349 83728
0 671742 873856
1 424801 562357
1 5348 498200
0 3253 16841
1 124824 415163
1 220088 733589
1 392480 251258
0 874656 946780
0 395647 446076
1 640611 468738
0 134654 565084
0 486868 600683
0 578855 872531
1 603538 96494
1 13952 282853
0 547127 812143
1 2374 496728
1 788808 933557
0 215420 474703
1 301625 112068
1 297620 569043
0 391907 170452
1 120321 854583
1 556535 422038
0 898000 315358
0 300318 931301
0 541739 605111
1 864286 421975
1 183554 156416
0 658946 99737
0 118955 714855
0 569210 544329
0 893026 885640
0 382300 760519
0 476614 122850
0 702356 636012
1 294109 497103
1 464119 736237
0 770953 334348
1 782265 676680
1 546904 792721
1 126916 559055
1 593624 201613
1 566012 96655
1 702181 160865
1 10291 480836
1 906221 103711
1 664521 969264
0 811606 56728
0 182322 938913
1 862861 343613
1 674229 706237
0 390661 376907
0 81176 653157
0 32051 390375
0 370405 109620
1 969200 234698
1 351208 766527
0 968170 886460
1 234485 980030
1 28829 127976
1 894013 32146
0 55038 477200
1 701543 587460
0 125680 389941
0 190951 417133
0 296042 706712
0 873696 752608
1 24081 349710
0 741614 77566
1 170466 286189
0 162013 510647
0 522413 66621
0 365048 930758
0 95790 202990
0 871041 537200
1 789552 24939
1 833959 401104
1 361914 236916
1 931996 370161
1 648713 211403
0 909419 823009
0 192692 106082
1 804965 473503
0 329850 835964
1 678643 963772
1 912320 461015
0 89668 668815
1 272605 765036
1 35838 893508
0 779065 256586
0 282352 58080
0 129798 333007
0 802480 678262
0 422683 938033
0 236335 360686
1 636788 468242
1 926543 251413
0 644862 694937
1 430162 822201
1 696682 641257
0 902028 327374
0 896986 752282
1 611097 734943
0 313076 658414
0 41859 543058
0 952931 191521
0 174898 136955
1 307570 431616
0 141110 758235
0 953613 963360
0 486663 809058
0 414954 749678
0 505916 777757
1 630359 81119
1 594379 557196
0 547221 903800
0 764437 931122
0 494247 310511
1 724302 197810
0 938923 346913
1 264483 895385
1 779886 122359
1 150836 77305
1 461095 317296
0 696844 619905
0 739236 688982
0 353459 890006
1 702614 235170
1 108342 30918
1 260358 513284
0 848881 26414
0 417669 75084
0 436886 111175
1 641723 578093
0 903566 399340
0 471888 681412
0 206318 134177
1 935536 600870
1 751630 270705
0 949999 853368
0 477036 278369
0 407631 777032
1 588038 174997
1 990458 22226
1 958426 894246
1 928689 471206
1 797923 974592
1 865247 9435
0 1425 220584
1 770449 127619
1 859906 79866
0 590431 135497
1 359180 591512
1 409704 982368
0 174745 941901
1 255006 103786
1 950477 855468
1 825346 665705
1 165902 415720
0 812423 148024
1 805596 784404
0 163330 493951
0 504388 226808
0 759483 508118
0 208759 35332
1 107189 206903
1 825815 544481
1 449842 620617
1 501483 801679
0 649135 754284
0 385784 409185
1 687277 367067
0 235405 298144
0 710062 257209
0 665234 628652
0 225227 491930
1 967155 221628
0 776154 476757
0 234273 929462
0 941957 751194
1 231974 705262
1 81251 571832
1 928286 888254
1 569722 649684
0 754926 964992
0 781601 175678
1 502564 939680
0 283692 990695
1 107874 815560
0 68960 426044
1 414334 854293
1 255855 123946
0 559620 401869
1 792323 56854
0 575087 989315
1 912848 642871
0 312883 492063
1 879161 438948
1 696624 694671
1 943589 518479
1 336282 1896
1 519665 51012
1 840293 858292
1 791332 960236
0 393679 90273
1 884057 908815
1 661789 72341
1 456271 503770
0 704897 34218
0 356636 429231
1 270570 586939
0 396101 82348
1 827849 717971
0 775947 412226
0 172892 544444
1 656519 263538
0 817638 554273
1 379103 247994
0 729879 856645
0 718811 607912
1 556498 137139
1 581601 989199
1 811752 825445
1 678056 549877
1 666811 166694
0 877924 68055
0 357079 850184
0 524532 321127
0 929534 432894
1 264092 414133
1 53288 449972
0 687333 657419
0 828952 631147
1 226184 455314
0 988007 215588
0 415033 262894
0 813185 914786
1 843647 334603
0 410945 867689
1 490644 36700
1 439058 97154
0 205807 752590
0 226099 472110
1 381400 492519
0 689830 915102
1 570019 539505
1 867238 634445
1 254999 123924
0 857388 857777
0 73381 861701
0 464329 751062
1 561512 336259
1 993075 348679
1 98218 241671
0 20072 760131
0 289712 738074
1 32400 668013
0 711253 690950
1 782828 322020
1 353958 260427
1 841171 498788
1 905089 587727
0 440254 468309
1 429274 573197
0 530045 88808
0 107643 235612
1 431624 392147
0 377546 943301
0 994307 340972
1 98805 320681
0 243817 630912
0 732350 727975
0 857099 955659
0 704573 786067
0 39130 45152
0 113284 58293
1 72288 643355
0 683985 468742
1 377899 266739
1 816973 646469
0 327057 803632
1 975203 909247
1 413137 880273
0 518737 902564
0 546569 807019
1 586242 853483
0 269364 955635
1 472939 534529
0 686812 705130
0 938077 52855
1 132386 201012
1 898165 689076
0 51679 682119
0 825603 575111
1 116136 467110
0 118263 494786
0 404043 131820
0 276664 432421
0 418167 387758
1 575807 837233
1 811092 609383
0 39574 631827
1 223987 31365
1 616812 327937
0 314315 733598
1 62823 439691
0 748504 706768
1 260852 816025
0 901338 513634
0 807565 670940
1 968836 557564
1 670630 207670
0 239492 813527
1 529928 550579
1 954372 423201
0 459005 595999
1 601787 42455
0 356756 631082
0 622488 851712
1 884718 424663
1 788941 691942
1 777349 642093
0 321639 509155
0 539451 124460
0 957704 455834
1 286962 675655
0 205266 90304
0 561560 191947
0 304541 144268
1 109311 888712
1 152115 728643
0 922026 781297
0 840792 642712
0 45818 763359
1 167559 964594
0 806406 581792
0 16706 27505
1 263462 431779
0 162577 805439
1 60527 95339
0 383413 894466
0 462607 237380
1 473265 871229
1 835881 200407
1 931830 909406
1 400611 578783
0 157633 804394
0 992393 285667
0 362901 984946
1 783222 159591
0 671173 304704
1 136637 74838
0 37883 279931
0 562183 513054
0 642247 95920
1 990968 510952
0 788410 799946
1 807401 819322
0 526563 578101
1 255207 127721
0 729512 208208
1 773778 912483
0 368532 89044
1 745674 122678
1 845960 982392
1 264147 154193
1 124500 201685
0 853710 769768
0 367659 125263
0 471960 308146
1 70650 874894
0 972860 864238
1 706062 263959
0 207703 501211
0 804859 374165
1 310910 112231
1 148641 580715
1 565374 793834
1 814351 317384
0 389213 777916
0 86186 908983
1 444068 17241
1 220589 722945
0 734978 135265
1 875854 545794
0 299840 898623
1 199541 419568
0 386381 535319
1 245475 760024
1 375432 410384
1 908796 89583
1 688115 237148
0 404075 533320
1 479983 236783
1 724574 976655
1 605803 451895
1 776274 868649
0 403361 376439
1 315176 590606
1 248522 112114
0 759230 960928
1 977494 500796
1 130342 726211
1 591299 448941
0 873484 218151
1 265722 553316
1 417719 314721
1 503371 402676
0 759939 208700
0 947888 679658
1 719100 248512
1 370926 521003
0 202735 925487
0 411460 474984
1 835 773816
1 334870 914631
1 993110 614544
1 993428 569351
0 733989 655631
1 765194 623129
0 756600 789341
0 473893 758456
0 465780 290829
1 264425 678994
0 731072 655600
1 492245 86805
0 262067 212141
0 495697 98542
0 20495 584812
1 435630 698498
0 132837 61897
1 109817 282777
1 71417 829145
1 795173 61546
1 575082 660731
1 378597 692987
1 790929 920071
1 358221 599912
1 703202 540243
1 552083 105215
0 670595 527019
0 202593 171172
1 356320 479010
0 894942 273065
1 461929 752610
0 754537 467995
1 844142 102623
0 117673 105013
1 430481 812505
0 927470 172992
1 65631 775966
0 756669 911795
0 874007 165366
0 60244 32000
0 296829 940932
0 164438 505043
1 910848 207520
0 725727 435393
1 69243 133609
1 354393 587275
1 722716 395969
0 809005 739309
1 401158 131586
1 457726 304257
1 950350 171667
1 55613 751106
0 552246 161814
0 929932 506195
0 643052 181602
1 868867 540734
0 258298 471173
0 777554 662498
1 202763 836041
1 275913 645366
0 512501 269059
1 442779 835342
1 785732 903788
0 261689 631856
1 750103 15246
1 143896 283229
1 421010 461270
1 206274 802220
1 56524 326555
0 179834 691191
1 467081 955205
1 174176 294705
1 842088 734780
0 967445 223629
0 41443 674754
0 445362 120901
1 117095 366681
1 974910 580476
0 627438 587265
1 650685 259484
1 134195 547111
1 677528 269367
0 869539 740170
0 938741 388501
1 86257 309728
0 131907 240906
0 122673 888749
1 248981 64645
1 365713 372698
0 129282 351807
1 749360 925123
0 606095 788963
1 918956 623043
0 446447 310503
0 62880 150273
1 152500 758701
0 583129 793970
0 273059 89425
1 616914 200553
1 202607 236667
1 698060 279356
0 605565 149467
0 782299 950098
0 97810 515054
1 323374 29396
0 953635 213142
0 738824 897608
0 344320 375332
1 690814 46353
0 177155 423643
1 75688 794723
